location_name,time_id,year,month,tourism_revenue_crore_inr,foreign_tourist_arrivals,temp_c,rainfall_mm,humidity_pct
Leh,259,2021,July,4105,72501,17.10322581,28.9,42.74193548
Leh,245,2020,May,94,3764,7.835483871,52,42.25806452
Leh,241,2020,January,20200,1119250,-9.522580645,40.5,36.90322581
Leh,232,2019,April,17134,774651,4.193333333,21.6,43.1
Leh,252,2020,December,1776,90544,-7.5,18.4,34.12903226
Leh,261,2021,September,6549,115661,14.15666667,26,37.86666667
Leh,253,2021,January,4700,94662,-6.74516129,21.4,27.80645161
Leh,264,2021,December,8452,317647,-6.829032258,11.8,33.41935484
Leh,244,2020,April,71,2820,1.516666667,19.8,44.23333333
Leh,233,2019,May,13642,615136,5.558064516,61.5,49.61290323
Leh,250,2020,October,831,41494,7.990322581,2.4,16.58064516
Leh,242,2020,February,18241,1018440,-6.062068966,6.4,30.17241379
Leh,249,2020,September,686,28167,14.62333333,3.3,23.03333333
Lucknow,243,2020,March,5830,328304,22.00967742,64.7,65.77419355
Lucknow,256,2021,April,6891,78718,30.09666667,0,25.03333333
Lucknow,242,2020,February,18241,1018440,16.67931034,15.2,72.34482759
Lucknow,253,2021,January,4700,94662,14.54516129,0.6,77.4516129
Lucknow,254,2021,February,5477,110312,18.99642857,3.5,66.57142857
Lucknow,245,2020,May,94,3764,29.84516129,64.9,56.35483871
Lucknow,233,2019,May,13642,615136,33.70645161,0.3,30.38709677
Lucknow,232,2019,April,17134,774651,29.86666667,3.9,40.13333333
Lucknow,229,2019,January,18205,1111040,14.45483871,13.2,70.87096774
Lucknow,248,2020,August,479,19761,28.89677419,438.8,83.90322581
Lucknow,264,2021,December,8452,317647,15.92580645,15.2,72.5483871
Lucknow,239,2019,November,19840,1092440,21.78333333,0.6,71.56666667
Lucknow,259,2021,July,4105,72501,30.00967742,215.1,78.58064516
Lucknow,262,2021,October,5094,191415,25.73548387,72.9,76.16129032
Lucknow,255,2021,March,6642,133768,25.49354839,0.5,44.25806452
Lucknow,236,2019,August,17867,800837,28.91612903,268.3,84.4516129
Lucknow,244,2020,April,71,2820,28.01666667,16.9,46.6
Lucknow,240,2019,December,22631,1226398,13.87741935,37.5,80.61290323
Lucknow,247,2020,July,307,12655,29.1483871,298.5,83.77419355
Lucknow,230,2019,February,17959,1090516,17.06785714,55,72.82142857
Lucknow,263,2021,November,7022,263867,20.01,1.3,70.1
Lucknow,258,2021,June,3157,36070,29.37,144,75.33333333
Lucknow,261,2021,September,6549,115661,28.00333333,313.5,84.86666667
Lucknow,237,2019,September,16824,751513,27.28,410.6,87.6
Lucknow,249,2020,September,686,28167,28.88333333,79.5,81.56666667
Lucknow,246,2020,June,208,8590,29.37333333,218.3,74.86666667
Lucknow,235,2019,July,18205,818125,29.74193548,440.3,79.25806452
Lucknow,250,2020,October,831,41494,27.12903226,0.7,60
Lucknow,238,2019,October,17057,945017,25.25806452,11.1,75.93548387
Lucknow,260,2021,August,5251,92728,28.57741935,176.2,83.4516129
Lucknow,234,2019,June,16083,726446,33.65,41.8,52.96666667
Lucknow,257,2021,May,1730,19765,29.23548387,52.1,59.5483871
Lucknow,231,2019,March,16214,978236,22.55483871,2.1,49.32258065
Lucknow,252,2020,December,1776,90544,15.68709677,0.3,71.74193548
Lucknow,241,2020,January,20200,1119250,13.93870968,91.2,82.93548387
Lucknow,251,2020,November,1413,70977,20.14666667,7.1,61.03333333
Ludhiana,253,2021,January,4700,94662,11.08064516,31.4,87.06451613
Ludhiana,255,2021,March,6642,133768,21.54516129,3.7,56.77419355
Ludhiana,252,2020,December,1776,90544,12.59677419,12.8,77.87096774
Ludhiana,264,2021,December,8452,317647,12.56451613,1,76.96774194
Ludhiana,247,2020,July,307,12655,29.69677419,131.7,77.32258065
Ludhiana,236,2019,August,17867,800837,28.49032258,330.9,85.61290323
Ludhiana,232,2019,April,17134,774651,25.58,45.1,54.86666667
Ludhiana,262,2021,October,5094,191415,24.23225806,48.2,70.83870968
Ludhiana,233,2019,May,13642,615136,29.13548387,17.7,40.58064516
Ludhiana,242,2020,February,18241,1018440,14.18275862,36,78.24137931
Ludhiana,259,2021,July,4105,72501,30.18064516,129.1,74.5483871
Ludhiana,235,2019,July,18205,818125,29.4483871,235.7,78.32258065
Ludhiana,245,2020,May,94,3764,29.01612903,33.6,47.51612903
Ludhiana,241,2020,January,20200,1119250,10.5516129,76.5,85.29032258
Ludhiana,230,2019,February,17959,1090516,13.17142857,102.3,82.42857143
Ludhiana,237,2019,September,16824,751513,28.27333333,88.4,79.96666667
Ludhiana,250,2020,October,831,41494,24.84193548,0,47.48387097
Ludhiana,261,2021,September,6549,115661,27.75,102.7,81.33333333
Ludhiana,238,2019,October,17057,945017,23.97096774,6.8,71.64516129
Ludhiana,234,2019,June,16083,726446,32.61333333,11.8,44.03333333
Ludhiana,244,2020,April,71,2820,24.44666667,41.2,56.76666667
Ludhiana,243,2020,March,5830,328304,17.69032258,150.6,77.93548387
Ludhiana,257,2021,May,1730,19765,29.20645161,11.9,45.38709677
Ludhiana,254,2021,February,5477,110312,15.84285714,5.3,79.21428571
Ludhiana,248,2020,August,479,19761,28.96451613,154.1,83.38709677
Ludhiana,231,2019,March,16214,978236,17.39677419,21.8,70.96774194
Ludhiana,249,2020,September,686,28167,28.83666667,32.7,73.23333333
Ludhiana,256,2021,April,6891,78718,25.01,40.4,41.06666667
Ludhiana,251,2020,November,1413,70977,17.70666667,19.1,58.93333333
Ludhiana,263,2021,November,7022,263867,17.42666667,0.7,69.56666667
Ludhiana,260,2021,August,5251,92728,29.0516129,118.9,81.93548387
Ludhiana,229,2019,January,18205,1111040,10.69032258,56.2,79.5483871
Ludhiana,246,2020,June,208,8590,30.98666667,15,61
Ludhiana,239,2019,November,19840,1092440,18.5,29.7,75.4
Ludhiana,258,2021,June,3157,36070,31.09666667,64.1,56.8
Ludhiana,240,2019,December,22631,1226398,10.9483871,49.8,85.61290323
Mumbai,246,2020,June,208,8590,27.48666667,452.9,87.36666667
Mumbai,257,2021,May,1730,19765,29.25806452,270.3,76.87096774
Mumbai,238,2019,October,17057,945017,27.21290323,267.3,84.19354839
Mumbai,239,2019,November,19840,1092440,26.81666667,22,76.96666667
Mumbai,229,2019,January,18205,1111040,22.28709677,0.2,59.58064516
Mumbai,250,2020,October,831,41494,27.36129032,116.6,85.64516129
Mumbai,247,2020,July,307,12655,26.89677419,872.3,90.03225806
Mumbai,251,2020,November,1413,70977,26.85666667,0.1,63.46666667
Mumbai,230,2019,February,17959,1090516,23.16071429,0,65.28571429
Mumbai,263,2021,November,7022,263867,27.07,18,69.03333333
Mumbai,231,2019,March,16214,978236,25.32258065,0,69.41935484
Mumbai,262,2021,October,5094,191415,27.33225806,49.3,77.83870968
Mumbai,232,2019,April,17134,774651,27.94666667,0.2,75.93333333
Mumbai,252,2020,December,1776,90544,25.0483871,24.8,64.83870968
Mumbai,245,2020,May,94,3764,29.84193548,1.6,75.64516129
Mumbai,233,2019,May,13642,615136,28.88064516,0.9,75.51612903
Mumbai,244,2020,April,71,2820,28.65,0.1,74.9
Mumbai,253,2021,January,4700,94662,24.21612903,3.6,69.09677419
Mumbai,261,2021,September,6549,115661,26.32333333,539.8,89.2
Mumbai,234,2019,June,16083,726446,28.53333333,329.1,82.23333333
Mumbai,264,2021,December,8452,317647,23.66451613,99.2,75.4516129
Mumbai,243,2020,March,5830,328304,25.92258065,0.1,66.70967742
Mumbai,242,2020,February,18241,1018440,25.23103448,0,57.86206897
Mumbai,235,2019,July,18205,818125,26.64193548,832,90.16129032
Mumbai,260,2021,August,5251,92728,26.34193548,319.6,88.19354839
Mumbai,254,2021,February,5477,110312,25.33214286,1.1,58.10714286
Mumbai,248,2020,August,479,19761,26.43548387,951.7,90
Mumbai,259,2021,July,4105,72501,27.01290323,615.4,87.41935484
Mumbai,241,2020,January,20200,1119250,23,1.6,68.32258065
Mumbai,255,2021,March,6642,133768,27.98709677,0,56.64516129
Mumbai,236,2019,August,17867,800837,26.45806452,536.3,88.90322581
Mumbai,249,2020,September,686,28167,26.96666667,351.8,88.5
Mumbai,256,2021,April,6891,78718,28.54666667,0.1,75.63333333
Mumbai,240,2019,December,22631,1226398,25.78709677,4.5,69.09677419
Mumbai,237,2019,September,16824,751513,26.44666667,612.1,90.06666667
Mumbai,258,2021,June,3157,36070,27.11,364.5,87.96666667
Panaji,261,2021,September,6549,115661,25.77,433.7,90.56666667
Panaji,236,2019,August,17867,800837,25.85806452,896.6,90.96774194
Panaji,263,2021,November,7022,263867,26.69333333,214.1,80.8
Panaji,257,2021,May,1730,19765,28.71612903,320.9,80.80645161
Panaji,262,2021,October,5094,191415,26.96451613,87.3,84.5483871
Panaji,234,2019,June,16083,726446,27.65666667,616,85.96666667
Panaji,252,2020,December,1776,90544,26.80322581,3.4,64.93548387
Panaji,258,2021,June,3157,36070,26.37666667,898.5,89.66666667
Panaji,253,2021,January,4700,94662,26.62258065,30.8,68.96774194
Panaji,241,2020,January,20200,1119250,25.70967742,0,68.41935484
Panaji,251,2020,November,1413,70977,27.35333333,2.1,70
Panaji,247,2020,July,307,12655,26.10322581,1132.8,90.67741935
Panaji,250,2020,October,831,41494,26.36451613,264.7,87.87096774
Panaji,237,2019,September,16824,751513,26.01666667,568.8,90.6
Panaji,230,2019,February,17959,1090516,25.35714286,0,65
Panaji,245,2020,May,94,3764,29.91935484,24.4,76.12903226
Panaji,229,2019,January,18205,1111040,24.49032258,0,61.25806452
Panaji,232,2019,April,17134,774651,28.67333333,0.4,74.96666667
Panaji,248,2020,August,479,19761,25.88709677,902,90.35483871
Panaji,239,2019,November,19840,1092440,27.67666667,13.2,73.56666667
Panaji,240,2019,December,22631,1226398,27.60322581,8.2,65.90322581
Panaji,254,2021,February,5477,110312,26.58571429,2.5,62.46428571
Panaji,246,2020,June,208,8590,26.60333333,839,90.66666667
Panaji,233,2019,May,13642,615136,29.12903226,3.5,73.5483871
Panaji,238,2019,October,17057,945017,26.80645161,462.5,86.90322581
Panaji,255,2021,March,6642,133768,28.22580645,2.4,74.80645161
Panaji,231,2019,March,16214,978236,26.19677419,1,72.77419355
Panaji,244,2020,April,71,2820,29.18333333,3.1,76.43333333
Panaji,242,2020,February,18241,1018440,26.40689655,0,66
Panaji,243,2020,March,5830,328304,27.42903226,0.6,68.12903226
Panaji,256,2021,April,6891,78718,29.06,13.3,75.7
Panaji,259,2021,July,4105,72501,25.95806452,1007.1,90.32258065
Panaji,260,2021,August,5251,92728,25.77741935,236.9,90.22580645
Panaji,235,2019,July,18205,818125,26.06774194,849.7,90.58064516
Panaji,264,2021,December,8452,317647,24.99032258,62.3,76.83870968
Panaji,249,2020,September,686,28167,26.24,467.3,89.46666667
Patna,260,2021,August,5251,92728,28.5483871,284,86.22580645
Patna,234,2019,June,16083,726446,33.57,45.6,58.3
Patna,253,2021,January,4700,94662,15.89354839,0,75.58064516
Patna,259,2021,July,4105,72501,29.20967742,298.7,84.19354839
Patna,257,2021,May,1730,19765,29.09032258,209.6,68.38709677
Patna,244,2020,April,71,2820,27.85,41.9,56.53333333
Patna,236,2019,August,17867,800837,29.43225806,227.1,83.25806452
Patna,233,2019,May,13642,615136,32.68709677,3.2,47.06451613
Patna,241,2020,January,20200,1119250,15.41612903,13.2,83.4516129
Patna,261,2021,September,6549,115661,28.53,238.1,84.86666667
Patna,255,2021,March,6642,133768,25.60645161,0.3,50.03225806
Patna,262,2021,October,5094,191415,26.47419355,141.9,80.5483871
Patna,245,2020,May,94,3764,29.29354839,47.6,69.77419355
Patna,252,2020,December,1776,90544,17.4,0,74.83870968
Patna,232,2019,April,17134,774651,29.26333333,14.5,57.33333333
Patna,239,2019,November,19840,1092440,23.15666667,0.3,72.86666667
Patna,249,2020,September,686,28167,28.51,240.1,87
Patna,246,2020,June,208,8590,29.16333333,414.2,79.8
Patna,238,2019,October,17057,945017,25.9,28.7,81.16129032
Patna,256,2021,April,6891,78718,30.05,3.5,37.3
Patna,251,2020,November,1413,70977,21.80666667,0.1,66.33333333
Patna,231,2019,March,16214,978236,23.96129032,3.8,52.06451613
Patna,240,2019,December,22631,1226398,16.30967742,31.6,79.58064516
Patna,237,2019,September,16824,751513,27.91666667,567.6,87.16666667
Patna,263,2021,November,7022,263867,21.6,0,67.53333333
Patna,247,2020,July,307,12655,28.71935484,474.7,87.06451613
Patna,264,2021,December,8452,317647,17.8483871,37.3,72.80645161
Patna,248,2020,August,479,19761,29.27096774,201.1,83.16129032
Patna,230,2019,February,17959,1090516,19.34642857,17.8,68.57142857
Patna,229,2019,January,18205,1111040,16.10645161,4.1,69.41935484
Patna,243,2020,March,5830,328304,23.73870968,48.9,64.4516129
Patna,254,2021,February,5477,110312,19.28214286,3.6,68.46428571
Patna,258,2021,June,3157,36070,28.92666667,405.8,81.56666667
Patna,235,2019,July,18205,818125,29.67419355,414.2,81
Patna,242,2020,February,18241,1018440,17.95172414,16,71.65517241
Patna,250,2020,October,831,41494,27.46129032,41.2,77.29032258
Port Blair,231,2019,March,16214,978236,27.37419355,9.5,75.61290323
Port Blair,250,2020,October,831,41494,26.24516129,436.5,90.90322581
Port Blair,248,2020,August,479,19761,27.33548387,220.5,85.19354839
Port Blair,247,2020,July,307,12655,26.95483871,300.7,88.06451613
Port Blair,251,2020,November,1413,70977,26.92666667,117.7,84.3
Port Blair,246,2020,June,208,8590,27.12333333,331.2,88.83333333
Port Blair,245,2020,May,94,3764,28.1483871,268.1,85.61290323
Port Blair,252,2020,December,1776,90544,26.35806452,75.4,81.70967742
Port Blair,244,2020,April,71,2820,28.80666667,86.4,77.16666667
Port Blair,253,2021,January,4700,94662,26.47741935,30.3,77
Port Blair,243,2020,March,5830,328304,27.60645161,11.7,74.5483871
Port Blair,254,2021,February,5477,110312,26.52857143,52.6,76.03571429
Port Blair,242,2020,February,18241,1018440,26.62413793,7.7,76
Port Blair,255,2021,March,6642,133768,27.89677419,17.2,77.5483871
Port Blair,241,2020,January,20200,1119250,26.40322581,6.4,76.87096774
Port Blair,240,2019,December,22631,1226398,26.52258065,12.6,75.67741935
Port Blair,256,2021,April,6891,78718,27.32,143.2,83.43333333
Port Blair,257,2021,May,1730,19765,27.81935484,308.7,86.25806452
Port Blair,239,2019,November,19840,1092440,26.70333333,137,84.5
Port Blair,238,2019,October,17057,945017,26.8,162.9,86.74193548
Port Blair,237,2019,September,16824,751513,26.21,377.1,89.53333333
Port Blair,258,2021,June,3157,36070,27.71,173.2,84.66666667
Port Blair,259,2021,July,4105,72501,27.0516129,422.3,87.93548387
Port Blair,236,2019,August,17867,800837,26.56774194,387.3,88.87096774
Port Blair,260,2021,August,5251,92728,26.70967742,336.9,88.74193548
Port Blair,235,2019,July,18205,818125,27.56451613,116.3,84.09677419
Port Blair,234,2019,June,16083,726446,27.19666667,340.3,89.13333333
Port Blair,261,2021,September,6549,115661,26.29333333,431.9,90.1
Port Blair,233,2019,May,13642,615136,27.96129032,202.9,85.29032258
Port Blair,232,2019,April,17134,774651,29.00666667,68.6,75.46666667
Port Blair,262,2021,October,5094,191415,26.40967742,399.7,88.61290323
Port Blair,263,2021,November,7022,263867,26.59333333,262.9,85.66666667
Port Blair,230,2019,February,17959,1090516,26.89642857,7.9,79.10714286
Port Blair,264,2021,December,8452,317647,26.23225806,120.4,78.58064516
Port Blair,229,2019,January,18205,1111040,26.17419355,73.9,81.5483871
Port Blair,249,2020,September,686,28167,26.70333333,422.5,88.46666667
Puducherry,259,2021,July,4105,72501,29.35806452,103.5,70.58064516
Puducherry,250,2020,October,831,41494,27.90645161,86.3,78.41935484
Puducherry,237,2019,September,16824,751513,27.99,121.2,80.7
Puducherry,248,2020,August,479,19761,29.02258065,63.7,74.74193548
Puducherry,241,2020,January,20200,1119250,25.48064516,27.6,78.16129032
Puducherry,229,2019,January,18205,1111040,24.30645161,4.4,73.87096774
Puducherry,256,2021,April,6891,78718,29.26,15.6,76.56666667
Puducherry,249,2020,September,686,28167,28.16333333,172,77.4
Puducherry,255,2021,March,6642,133768,27.12258065,1.7,75.70967742
Puducherry,258,2021,June,3157,36070,30.49666667,18.2,64.5
Puducherry,236,2019,August,17867,800837,29.20967742,138.3,71.77419355
Puducherry,246,2020,June,208,8590,30.69,42,66.86666667
Puducherry,231,2019,March,16214,978236,27.8483871,8.4,75.67741935
Puducherry,264,2021,December,8452,317647,25.32580645,78.5,78.48387097
Puducherry,262,2021,October,5094,191415,27.28387097,366.5,84.70967742
Puducherry,261,2021,September,6549,115661,28.97,115,74.96666667
Puducherry,263,2021,November,7022,263867,25.36666667,728.3,88.46666667
Puducherry,234,2019,June,16083,726446,31.57333333,11.6,64.06666667
Puducherry,253,2021,January,4700,94662,25.11612903,119.9,82.61290323
Puducherry,232,2019,April,17134,774651,29.69333333,9.6,75.46666667
Puducherry,244,2020,April,71,2820,29.24,20.5,76.06666667
Puducherry,245,2020,May,94,3764,30.8483871,8.1,72.74193548
Puducherry,252,2020,December,1776,90544,25.03870968,327.2,80.22580645
Puducherry,260,2021,August,5251,92728,29.26129032,66.9,71.4516129
Puducherry,240,2019,December,22631,1226398,25.63225806,122.5,80.61290323
Puducherry,254,2021,February,5477,110312,25.06785714,17.6,73.60714286
Puducherry,230,2019,February,17959,1090516,26.32142857,10.2,77.17857143
Puducherry,233,2019,May,13642,615136,30.98709677,10.6,73.48387097
Puducherry,235,2019,July,18205,818125,29.63870968,56.1,71.74193548
Puducherry,239,2019,November,19840,1092440,26.54666667,179.2,85.4
Puducherry,238,2019,October,17057,945017,27.13225806,294.6,84.35483871
Puducherry,243,2020,March,5830,328304,27.49677419,9.8,73.32258065
Puducherry,242,2020,February,18241,1018440,26.46551724,15.8,70.62068966
Puducherry,251,2020,November,1413,70977,26.44333333,425.1,82.76666667
Puducherry,257,2021,May,1730,19765,30.47741935,25.8,69.38709677
Puducherry,247,2020,July,307,12655,29.01290323,126.8,76.03225806
Raipur,246,2020,June,208,8590,28.84666667,268.3,74.5
Raipur,229,2019,January,18205,1111040,18.13225806,13.1,63.06451613
Raipur,256,2021,April,6891,78718,30.74666667,0.2,32.96666667
Raipur,252,2020,December,1776,90544,19.95483871,0.1,63
Raipur,258,2021,June,3157,36070,28.51333333,256,75
Raipur,262,2021,October,5094,191415,26.19032258,47.1,71.87096774
Raipur,239,2019,November,19840,1092440,23.62333333,0,68.73333333
Raipur,232,2019,April,17134,774651,31.88333333,2.2,35
Raipur,238,2019,October,17057,945017,25.48387097,135.8,83.22580645
Raipur,250,2020,October,831,41494,26.11290323,111,77.80645161
Raipur,236,2019,August,17867,800837,26.63548387,398.5,85.5483871
Raipur,255,2021,March,6642,133768,27.53225806,0,38.32258065
Raipur,259,2021,July,4105,72501,27.38387097,250.5,82.32258065
Raipur,257,2021,May,1730,19765,31.8483871,8.4,47.09677419
Raipur,264,2021,December,8452,317647,19.79032258,15.3,64.70967742
Raipur,241,2020,January,20200,1119250,19.36451613,42,68.06451613
Raipur,235,2019,July,18205,818125,27.72580645,380.7,80.35483871
Raipur,237,2019,September,16824,751513,26.4,457.6,87.46666667
Raipur,260,2021,August,5251,92728,27.42903226,178.2,80.93548387
Raipur,249,2020,September,686,28167,27.66333333,211,83.26666667
Raipur,242,2020,February,18241,1018440,20.07586207,72.2,66.93103448
Raipur,230,2019,February,17959,1090516,22.02142857,19.7,56.78571429
Raipur,247,2020,July,307,12655,27.66774194,227.4,83.25806452
Raipur,251,2020,November,1413,70977,22.59333333,1.7,63.96666667
Raipur,240,2019,December,22631,1226398,20.1483871,6,65.51612903
Raipur,254,2021,February,5477,110312,22.025,1.5,49.39285714
Raipur,231,2019,March,16214,978236,26.87096774,10.1,47.87096774
Raipur,243,2020,March,5830,328304,24.95483871,44.8,68.48387097
Raipur,234,2019,June,16083,726446,33.49,113.7,52.26666667
Raipur,263,2021,November,7022,263867,23.47333333,46,69.3
Raipur,244,2020,April,71,2820,29.94333333,8.6,47.36666667
Raipur,261,2021,September,6549,115661,26.41666667,380.2,86
Raipur,233,2019,May,13642,615136,35.21612903,8,29.41935484
Raipur,248,2020,August,479,19761,26.53870968,502.6,86.12903226
Raipur,253,2021,January,4700,94662,21.01935484,0.5,58.32258065
Raipur,245,2020,May,94,3764,32.71290323,12.2,42.87096774
Ranchi,260,2021,August,5251,92728,24.80322581,231.7,88.87096774
Ranchi,249,2020,September,686,28167,25.09333333,251.1,87.26666667
Ranchi,263,2021,November,7022,263867,19.09666667,29.3,72.2
Ranchi,247,2020,July,307,12655,25.38709677,311.5,88.83870968
Ranchi,237,2019,September,16824,751513,24.15,293.9,90.9
Ranchi,242,2020,February,18241,1018440,16.91034483,15.4,60
Ranchi,257,2021,May,1730,19765,26.14193548,249.9,68.87096774
Ranchi,230,2019,February,17959,1090516,18.67142857,42.3,56.96428571
Ranchi,245,2020,May,94,3764,27.05806452,46.6,63.64516129
Ranchi,251,2020,November,1413,70977,19.92333333,2.9,61.33333333
Ranchi,238,2019,October,17057,945017,22.14516129,239.4,85.64516129
Ranchi,256,2021,April,6891,78718,27.99,1.4,29.73333333
Ranchi,252,2020,December,1776,90544,16.53870968,3.6,63.5483871
Ranchi,262,2021,October,5094,191415,23.05483871,67.5,79.12903226
Ranchi,231,2019,March,16214,978236,22.32258065,33.6,48.38709677
Ranchi,254,2021,February,5477,110312,18.77142857,9.2,49.10714286
Ranchi,243,2020,March,5830,328304,20.94193548,83.3,65.48387097
Ranchi,240,2019,December,22631,1226398,15.63225806,47,74.64516129
Ranchi,261,2021,September,6549,115661,24.06,334.9,90.53333333
Ranchi,239,2019,November,19840,1092440,19.88333333,0.3,74.2
Ranchi,234,2019,June,16083,726446,29.55666667,101.1,63.93333333
Ranchi,253,2021,January,4700,94662,16.78387097,1.9,61.61290323
Ranchi,246,2020,June,208,8590,25.51,267.6,84.83333333
Ranchi,259,2021,July,4105,72501,25.15806452,379.1,88.16129032
Ranchi,244,2020,April,71,2820,25.64,71.2,52.06666667
Ranchi,248,2020,August,479,19761,24.97096774,428,89.77419355
Ranchi,236,2019,August,17867,800837,24.84193548,322.9,89.4516129
Ranchi,241,2020,January,20200,1119250,14.7516129,37.7,72.70967742
Ranchi,229,2019,January,18205,1111040,15.03870968,5.7,59.4516129
Ranchi,232,2019,April,17134,774651,27.61666667,6.8,45.23333333
Ranchi,264,2021,December,8452,317647,15.95483871,18.6,69.25806452
Ranchi,250,2020,October,831,41494,23.51935484,77.5,78.25806452
Ranchi,255,2021,March,6642,133768,24.65806452,13.9,36.67741935
Ranchi,233,2019,May,13642,615136,30.16129032,26,39.83870968
Ranchi,235,2019,July,18205,818125,25.80645161,260.7,84.5483871
Ranchi,258,2021,June,3157,36070,25.63,347.6,83.2
Shillong,233,2019,May,13642,615136,20.00967742,283,83.5483871
Shillong,263,2021,November,7022,263867,14.25333333,1.5,71.6
Shillong,251,2020,November,1413,70977,15.72,14.3,65.26666667
Shillong,255,2021,March,6642,133768,16.7483871,26.7,61
Shillong,232,2019,April,17134,774651,17.52333333,135.6,78.6
Shillong,231,2019,March,16214,978236,14.78709677,23.1,68.83870968
Shillong,242,2020,February,18241,1018440,11.52068966,21,73.68965517
Shillong,230,2019,February,17959,1090516,12.31071429,51.6,71.60714286
Shillong,262,2021,October,5094,191415,18.97741935,94.6,83.4516129
Shillong,253,2021,January,4700,94662,11.18387097,5.7,68.5483871
Shillong,252,2020,December,1776,90544,11.62903226,4.6,71.32258065
Shillong,250,2020,October,831,41494,19.44516129,296.1,87.51612903
Shillong,235,2019,July,18205,818125,20.98387097,507.6,89.19354839
Shillong,244,2020,April,71,2820,17.41333333,105.3,72.33333333
Shillong,246,2020,June,208,8590,20.65,514.5,88
Shillong,254,2021,February,5477,110312,12.89285714,3.9,67.03571429
Shillong,241,2020,January,20200,1119250,9.851612903,46.2,76.48387097
Shillong,261,2021,September,6549,115661,20.53666667,167.4,87.5
Shillong,239,2019,November,19840,1092440,15.6,73,79.4
Shillong,260,2021,August,5251,92728,20.8516129,315.2,89.87096774
Shillong,238,2019,October,17057,945017,17.73225806,275.4,85.87096774
Shillong,240,2019,December,22631,1226398,11.08387097,7.3,71.09677419
Shillong,236,2019,August,17867,800837,21.32580645,210.7,88.90322581
Shillong,257,2021,May,1730,19765,19.4516129,185,82.61290323
Shillong,259,2021,July,4105,72501,20.95483871,364.5,89.32258065
Shillong,264,2021,December,8452,317647,11.94516129,18.8,71.61290323
Shillong,258,2021,June,3157,36070,20.89333333,361.6,87.16666667
Shillong,248,2020,August,479,19761,21.29677419,198.7,88.4516129
Shillong,243,2020,March,5830,328304,14.78387097,37,70.38709677
Shillong,234,2019,June,16083,726446,20.88333333,386.9,87.66666667
Shillong,249,2020,September,686,28167,20.59,365.3,89.3
Shillong,247,2020,July,307,12655,20.98709677,560.5,90.19354839
Shillong,237,2019,September,16824,751513,20.15666667,266.9,88.93333333
Shillong,229,2019,January,18205,1111040,10.29677419,3.6,65.83870968
Shillong,256,2021,April,6891,78718,19.05,49.5,64.4
Shillong,245,2020,May,94,3764,18.80967742,377.1,84.4516129
Shimla,252,2020,December,1776,90544,4.083870968,22.1,57.96774194
Shimla,256,2021,April,6891,78718,11.89666667,135.9,47.3
Shimla,237,2019,September,16824,751513,15.60666667,192.1,90.36666667
Shimla,240,2019,December,22631,1226398,2.674193548,50.4,65.77419355
Shimla,258,2021,June,3157,36070,16.99333333,113.4,74.3
Shimla,241,2020,January,20200,1119250,0.8064516129,148.7,73.96774194
Shimla,255,2021,March,6642,133768,9.761290323,57.8,52.29032258
Shimla,259,2021,July,4105,72501,17.69032258,408.3,86.87096774
Shimla,236,2019,August,17867,800837,17.14193548,316.2,90.32258065
Shimla,249,2020,September,686,28167,15.82,41.5,82.43333333
Shimla,260,2021,August,5251,92728,16.81290323,200.9,89.48387097
Shimla,242,2020,February,18241,1018440,4.237931034,27.6,67.5862069
Shimla,235,2019,July,18205,818125,17.3483871,407.4,88.58064516
Shimla,254,2021,February,5477,110312,5.567857143,36.4,63.53571429
Shimla,243,2020,March,5830,328304,6.474193548,143.8,73.19354839
Shimla,234,2019,June,16083,726446,19.49333333,64.3,48.33333333
Shimla,261,2021,September,6549,115661,15.76333333,177.3,89.06666667
Shimla,233,2019,May,13642,615136,16.03225806,49.5,47.35483871
Shimla,253,2021,January,4700,94662,3.664516129,41.3,61.19354839
Shimla,244,2020,April,71,2820,11.11333333,73.7,64.63333333
Shimla,245,2020,May,94,3764,15.51290323,54.2,56.64516129
Shimla,232,2019,April,17134,774651,13.50333333,46.2,55.9
Shimla,262,2021,October,5094,191415,12.13548387,93,73.12903226
Shimla,248,2020,August,479,19761,17.47419355,329.8,90.61290323
Shimla,231,2019,March,16214,978236,6.190322581,86.8,67.90322581
Shimla,263,2021,November,7022,263867,6.69,0.3,64.73333333
Shimla,246,2020,June,208,8590,16.98666667,63.7,75.06666667
Shimla,251,2020,November,1413,70977,6.923333333,47.9,65.43333333
Shimla,247,2020,July,307,12655,17.41290323,191,87.83870968
Shimla,230,2019,February,17959,1090516,2.460714286,190.5,71.03571429
Shimla,264,2021,December,8452,317647,2.561290323,27.7,70.5483871
Shimla,250,2020,October,831,41494,12.61935484,5.4,62.09677419
Shimla,229,2019,January,18205,1111040,0.6322580645,121.2,68.22580645
Shimla,238,2019,October,17057,945017,11.07419355,25.4,77.22580645
Shimla,257,2021,May,1730,19765,14.64193548,81.5,64.03225806
Shimla,239,2019,November,19840,1092440,7.943333333,51.2,70.1
Srinagar,261,2021,September,6549,115661,21.12,98.9,65.66666667
Srinagar,259,2021,July,4105,72501,23.14516129,127.5,69.35483871
Srinagar,233,2019,May,13642,615136,14.67096774,163.1,74.16129032
Srinagar,236,2019,August,17867,800837,22.01290323,125.2,76.90322581
Srinagar,234,2019,June,16083,726446,17.61333333,107.4,75.5
