Restaurant ID,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
785,Costa Coffee,New Delhi,Greater Kailash (GK) 2,77.2432456,28.5337162,Cafe,600,No,No,2,3.5,103
791,Costa Coffee,Noida,"The Great India Place, Sector 38",77.3260709,28.5674465,Cafe,600,No,No,2,3.5,110
797,Costa Coffee,Gurgaon,"MGF Mega City Mall, MG Road",77.0894073,28.4798584,Cafe,600,No,No,2,3.3,31
799,Gulati,New Delhi,Pandara Road Market,77.229733,28.6081402,"North Indian, Mughlai",1500,No,Yes,3,4.4,4373
800,Chicken Inn,New Delhi,Pandara Road Market,77.2298169,28.6080413,"North Indian, Mughlai, Chinese",1500,Yes,Yes,3,3.6,447
801,Havemore,New Delhi,Pandara Road Market,77.2297998,28.6080483,North Indian,1500,Yes,No,3,4.1,1157
803,Pindi,New Delhi,Pandara Road Market,77.2300185,28.6079765,"North Indian, Mughlai, Chinese",1700,Yes,Yes,3,3.8,337
807,Cosy Restaurant,New Delhi,Hauz Khas,77.2043582,28.5513556,"North Indian, Mughlai, Chinese",1100,Yes,Yes,3,3.4,195
813,China Fare,New Delhi,Khan Market,77.2276954,28.5999935,Chinese,1000,No,No,3,3.7,243
815,Moti Mahal Delux,New Delhi,Chanakyapuri,77.1871125,28.6016137,"North Indian, Mughlai",1600,Yes,No,3,2.4,164
816,Bawarchis,New Delhi,Chanakyapuri,77.1915599,28.5842508,"Chinese, North Indian",700,No,No,2,2.9,16
819,Lotus Garden,New Delhi,Bhikaji Cama Place,77.1870054,28.5692067,"Chinese, Japanese, Thai",2000,Yes,No,4,3.2,59
823,Al Kuresh,New Delhi,Chanakyapuri,77.1918744,28.5841464,"Chinese, North Indian",850,No,Yes,2,3.3,85
824,Chimney Sizzlers,New Delhi,Chanakyapuri,77.1916048,28.5842999,Chinese,800,Yes,Yes,2,3.7,137
828,Otik Hotshop,Noida,"Supertech Shopprix Mall, Sector 61",77.3648332,28.5971027,"North Indian, Mughlai",600,No,Yes,2,3.1,147
834,Berco's,Noida,Sector 12,77.3388953,28.5939838,"Chinese, Thai",1100,No,Yes,3,3.7,1182
836,Pind Balluchi,Gurgaon,Sector 29,77.0644064,28.4680413,"North Indian, Mughlai",800,No,Yes,2,3.4,1022
837,Pind Balluchi,New Delhi,Rajouri Garden,77.1203644,28.6476603,"North Indian, Mughlai",800,Yes,No,2,3.6,622
844,Khan Chacha,New Delhi,Khan Market,77.2273128,28.6007455,"Mughlai, North Indian",650,No,No,2,3.7,2860
846,Bamboo Chopstix,New Delhi,Chanakyapuri,77.1916048,28.5842999,"Chinese, North Indian",700,No,No,2,2.7,8
847,Laguna,New Delhi,Chanakyapuri,77.1916947,28.5843085,"Chinese, North Indian",900,No,No,2,3.4,60
848,Chinese Bite,New Delhi,Chanakyapuri,77.1917436,28.5842927,"Chinese, North Indian, Seafood",700,No,No,2,2.8,31
849,China Town Sizzlers,New Delhi,Chanakyapuri,77.1915599,28.5842508,Chinese,800,No,No,2,3.4,34
850,New Zaika,New Delhi,Chanakyapuri,77.1917845,28.5841379,"Chinese, North Indian",700,No,No,2,3.1,10
851,Tamil Nadu House Canteen,New Delhi,Chanakyapuri,77.1908861,28.5830663,"South Indian, Chettinad, North Indian, Chinese",600,No,No,2,3.4,161
852,Chinese Garden,New Delhi,Chanakyapuri,77.191558,28.5843202,Chinese,900,Yes,No,2,3.2,17
853,Madras Cafe,Gurgaon,Sector 14,77.0456073,28.476629,"South Indian, North Indian, Chinese, Fast Food",300,No,No,1,3.3,69
870,Nizam's Kathi Kabab,New Delhi,Connaught Place,77.2193637,28.6349788,"North Indian, Fast Food",900,No,No,2,3.8,1761
872,Bisque Bakery,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon",77.0857204,28.4807592,"Bakery, Fast Food",500,No,Yes,2,3.9,415
887,Shamji Sweets,Gurgaon,Sector 14,77.0394496,28.4702133,"Mithai, South Indian, Chinese, Street Food, North Indian",600,No,No,2,2.9,26
889,KB's Kulfi & Icecream,Gurgaon,Sector 14,77.0439881,28.4754869,Ice Cream,200,No,Yes,1,3.3,43
892,Green's,Gurgaon,MG Road,77.0824381,28.4757372,"Chinese, North Indian, South Indian, Street Food",350,No,Yes,1,2.3,31
894,Raj Restaurant,Gurgaon,Sector 45,77.0596229,28.4448577,"Chinese, North Indian, Mughlai",700,No,Yes,2,2.4,92
899,Saravana Bhavan,New Delhi,Janpath,77.2195882,28.6270708,South Indian,500,No,Yes,2,4.2,1869
900,Saravana Bhavan,New Delhi,Connaught Place,77.2163096,28.6323578,South Indian,500,No,Yes,2,4.3,5172
905,Taste of China,New Delhi,Connaught Place,77.2204748,28.6300841,"Chinese, Thai",1200,No,Yes,3,3.5,327
908,Dawat Khana,New Delhi,"Community Centre, New Friends Colony",77.2688013,28.562384,"North Indian, Mughlai, Chinese",1600,Yes,Yes,3,2.5,82
910,United Coffee House,New Delhi,Connaught Place,77.2212499,28.6324708,"North Indian, European, Asian, Mediterranean",2200,Yes,No,4,4.1,1838
920,Shiv Shakti Vaishno Bhojnalaya,New Delhi,East of Kailash,77.24604115,28.55872293,North Indian,500,No,No,2,3.1,22
924,Eat n Joy,New Delhi,"Community Centre, New Friends Colony",77.2684871,28.5614129,"North Indian, Mughlai",500,No,No,2,3.2,24
927,Moksha,New Delhi,"Community Centre, New Friends Colony",77.26906691,28.56231173,North Indian,1400,Yes,Yes,3,3.7,110
928,Sona Restaurant,New Delhi,Yusuf Sarai,77.2072686,28.5617998,"North Indian, Mughlai",450,No,No,1,3.2,30
929,Pebble Street,New Delhi,"Community Centre, New Friends Colony",77.26893816,28.56253759,"Italian, Tex-Mex, Continental, North Indian",2400,Yes,Yes,4,3.9,886
930,Zen,New Delhi,Connaught Place,77.2192738,28.6342534,"Chinese, Japanese, Italian, Seafood",1500,Yes,Yes,3,3.5,1027
937,KFC,Noida,Sector 18,77.32496414,28.56876577,"American, Fast Food, Burger",500,No,Yes,2,2.7,608
948,Waves,New Delhi,Adchini,77.1988082,28.5386662,"North Indian, Chinese",1500,Yes,Yes,3,3.5,141
954,Karnataka,New Delhi,Yusuf Sarai,77.2072368,28.559442,"South Indian, North Indian, Chinese",500,No,Yes,2,3.7,334
964,The Dragon Hucks,New Delhi,Model Town 3,77.1853155,28.7092918,Chinese,800,Yes,No,2,3.3,97
965,Sethi's Restaurant & Barbeque,New Delhi,Rajouri Garden,77.1200955,28.6393673,"North Indian, Chinese",700,No,Yes,2,3.7,422
966,Dhaba,New Delhi,Rajouri Garden,77.1192322,28.6474348,"Chinese, North Indian",1100,No,No,3,3.7,662
967,Grand Plaza,New Delhi,Model Town 2,77.1900774,28.7051811,"North Indian, Chinese, Fast Food",800,No,Yes,2,3.3,255
969,The Tandoor,New Delhi,Rajouri Garden,77.120204,28.6389131,"North Indian, Chinese",750,Yes,Yes,2,2.6,45
973,The Kafilla,New Delhi,Tagore Garden,77.1155932,28.6455653,North Indian,600,No,No,2,3,5
974,Paramjeet Machi Wala,New Delhi,Rajouri Garden,77.1202126,28.6385502,"North Indian, Mughlai",750,No,Yes,2,3.4,53
977,Chawla Family Restaurant,New Delhi,Rajouri Garden,77.1200964,28.6387768,"North Indian, Chinese",700,No,Yes,2,3.2,93
978,Bal Gopal,New Delhi,Rajouri Garden,77.1204612,28.6383943,"North Indian, Mughlai",500,No,Yes,2,3.4,49
980,Invitation,New Delhi,Ashok Vihar Phase 2,77.1794454,28.6961234,"North Indian, Chinese",1300,Yes,No,3,3.6,457
982,Kabab Factory,New Delhi,Model Town 2,77.1914273,28.7086256,"North Indian, Mughlai, Chinese",700,No,No,2,3,12
993,Al Jawahar,New Delhi,Jama Masjid,77.2327023,28.6496214,"Mughlai, North Indian",600,No,No,2,3.8,1585
997,China Club,Gurgaon,MG Road,77.1020369,28.4800544,"Chinese, Asian",2000,No,No,4,3.8,283
998,Suribachi,New Delhi,Malviya Nagar,77.2132758,28.539624,"Asian, North Indian, Continental",1500,Yes,Yes,3,3.5,104
1018,Mainland China,New Delhi,Greater Kailash (GK) 2,77.2386742,28.5373346,Chinese,1800,Yes,Yes,3,3.7,780
1019,Pizza Man,Gurgaon,Old Railway Road,77.0186408,28.4721483,"Pizza, Fast Food",400,No,No,1,2.9,8
1021,Open Oven,New Delhi,Greater Kailash (GK) 2,77.2401571,28.5393522,"Bakery, Desserts, Fast Food",250,No,Yes,1,3.7,290
1023,Open Oven,New Delhi,"The India Mall, New Friends Colony",77.269154,28.567481,"Bakery, Desserts, Fast Food",250,No,No,1,3.4,109
1028,Apni Rasoi,Gurgaon,DLF Phase 3,77.0936335,28.4912907,"North Indian, Chinese",400,No,Yes,1,3,160
1029,Mini's Royal Cafe,Gurgaon,Old Railway Road,77.0136441,28.4670202,"North Indian, Chinese",500,No,No,2,3.3,21
1030,Moti Restaurant,New Delhi,Malviya Nagar,77.2121141,28.536674,"North Indian, South Indian, Chinese, Mughlai",550,No,Yes,2,2.4,137
1036,The Delhi Heights,New Delhi,Malviya Nagar,77.2078004,28.5327826,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.8,198
1037,Cafe Rendezvous,New Delhi,Malviya Nagar,77.2132741,28.5396208,"Mexican, Italian, North Indian, Continental, Asian",1550,Yes,Yes,3,3.3,191
1040,Karim's,New Delhi,Malviya Nagar,77.2146666,28.5383428,"Mughlai, North Indian",800,Yes,Yes,2,3,183
1041,Hot Pot,New Delhi,Model Town 2,77.1907078,28.7068586,Chinese,500,No,No,2,3.1,105
1044,Sugandh,New Delhi,Daryaganj,77.2436136,28.6451749,North Indian,400,No,No,1,3.7,57
1054,Alkakori,New Delhi,Punjabi Bagh,77.12789018,28.66642175,"North Indian, Mughlai",850,No,Yes,2,3.6,198
1055,Embassy,New Delhi,Civil Lines,77.2252021,28.6766555,"Chinese, North Indian, Mughlai",1200,Yes,Yes,3,3,126
1056,New Minar,New Delhi,Greater Kailash (GK) 1,77.2344254,28.5508679,"North Indian, Mughlai",1250,Yes,No,3,3.6,229
1060,Flaming Chilli Pepper,New Delhi,Vasant Kunj,77.1611802,28.519173,"Chinese, Italian, North Indian",900,Yes,Yes,2,3.8,286
1070,Subway,Noida,Sector 18,77.32487295,28.57008816,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.8,268
1078,Pizza Hut,New Delhi,"Aggarwal City Plaza, Rohini",77.1172629,28.7006935,"Italian, Pizza, Fast Food",1000,No,Yes,3,2.6,125
1079,Pizza Hut,New Delhi,"TDI Mall, Rajouri Garden",77.1207398,28.6507574,"Italian, Pizza, Fast Food",1000,No,Yes,3,3.6,141
1096,Haldiram's,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0802798,28.4807292,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.6,185
1104,Polka Pastry & Snack Bar,New Delhi,Janakpuri,77.0966703,28.6311148,"Bakery, Fast Food",350,No,No,1,3.2,62
1106,Deepak Vaishno Dhaba,New Delhi,Jail Road,77.0981016,28.6310878,North Indian,350,No,No,1,3.4,59
1115,The Golden Dragon,New Delhi,"West Gate Mall, Rajouri Garden",77.12311551,28.65297802,"Chinese, Seafood, Japanese",1500,Yes,No,3,3.5,178
1120,Dili's Chawla Chik Inn,New Delhi,Punjabi Bagh,77.12687194,28.66598342,North Indian,650,No,No,2,3.1,45
1123,Hill Chillz 26,New Delhi,Pitampura,77.1350596,28.6883727,"Ice Cream, Desserts",150,No,No,1,3.1,41
1127,Castle 9,New Delhi,Connaught Place,77.2194984,28.6348572,"Finger Food, Continental, North Indian, Chinese",1350,Yes,No,3,3.1,1099
1131,The Plaza Solitaire,Gurgaon,Sector 14,77.044168,28.4751457,"North Indian, Mughlai, Chinese, South Indian",900,Yes,No,2,3.3,32
1140,Ridhi Sidhi,Gurgaon,Sector 14,77.020392,28.4703532,"North Indian, Chinese, South Indian",500,No,Yes,2,3,30
1145,Romi Da Dhaba,Gurgaon,Sector 14,77.0432685,28.4750589,North Indian,450,No,No,1,3.2,34
1147,Gola Northend,New Delhi,Gujranwala Town,77.1895384,28.7014578,"Mughlai, North Indian, Chinese",1300,Yes,No,3,3.1,155
1155,Giani's di Hatti,New Delhi,Chandni Chowk,77.2233575,28.6579744,"Ice Cream, Mithai, North Indian, Street Food",150,No,No,1,4.3,521
1158,Giani's,New Delhi,Rajouri Garden,77.120075,28.6480502,"Ice Cream, Desserts",400,No,Yes,1,3.9,122
1185,Americana Kitchen and Bar,New Delhi,Nehru Place,77.2509774,28.5501583,"American, Tex-Mex, Italian, Mexican, North Indian",1900,Yes,No,3,2.8,105
1188,Lodi - The Garden Restaurant,New Delhi,Lodhi Road,77.2210583,28.5904431,"European, Lebanese, Mediterranean",2600,Yes,Yes,4,4.2,2549
1192,Apni Rasoi,New Delhi,Ashok Vihar Phase 3,77.177678,28.6923511,North Indian,300,No,No,1,3,78
1197,Daawat E Mezbaan,New Delhi,Kamla Nagar,77.20841881,28.67991553,"Mughlai, North Indian",800,No,No,2,3.1,77
1199,Shagun,New Delhi,Vijay Nagar,77.2047215,28.6934181,"Chinese, Thai, Tibetan, Japanese",800,No,Yes,2,3.9,419
1205,Kaleva,New Delhi,Laxmi Nagar,77.2889229,28.6378972,"North Indian, Mithai",400,No,No,1,3.3,61
1215,Kebabs & Curries,New Delhi,Greater Kailash (GK) 1,77.2435687,28.5468097,"North Indian, Mughlai",600,No,Yes,2,3.7,227
1216,Oriental Fusion,Gurgaon,"Supermart 1, DLF Phase 4",77.0872491,28.4625277,"Chinese, Thai, Malaysian, Indonesian",650,Yes,Yes,2,3.3,199
1218,China Garden,New Delhi,Greater Kailash (GK) 2,77.2431781,28.5328167,Chinese,1800,Yes,No,3,3.8,663
1226,Pind Balluchi,Noida,"The Great India Place, Sector 38",77.3253979,28.5671588,"North Indian, Mughlai",800,Yes,Yes,2,3.3,793
1244,TGI Friday's,Noida,"The Great India Place, Sector 38",77.3262056,28.5676834,"American, Tex-Mex",2500,Yes,Yes,4,3.5,1147
1245,TGI Friday's,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0801187,28.4810064,"American, Tex-Mex",2500,Yes,Yes,4,3.7,730
1258,Eleven to Eleven,New Delhi,"Cross River Mall, Karkardooma",77.3027142,28.65784,"North Indian, Chinese",800,No,Yes,2,3.1,106
1267,Yellow Mirchi - Hotel City Park,New Delhi,"Hotel City Park, Pitampura",77.1432187,28.7057393,North Indian,2500,Yes,No,4,3.9,259
1270,Urban Punjab,New Delhi,Karkardooma,77.3029072,28.6480355,"North Indian, Chinese",750,Yes,No,2,3.5,132
1274,The Chaupal Bar And Restaurant,New Delhi,Krishna Nagar,77.2833907,28.6598889,"Chinese, North Indian",800,Yes,No,2,2.9,14
1275,Code,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2965607,28.5924186,"North Indian, Mughlai, Chinese",850,Yes,Yes,2,2.5,117
1284,Sapra Pastry Treat,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1022654,28.4720383,"Bakery, Fast Food",250,No,Yes,1,3,33
1286,Rajdhani Thali Restaurant,New Delhi,Connaught Place,77.22053636,28.62981696,"Gujarati, Rajasthani",950,No,Yes,2,3.6,1134
1301,Suruchi,New Delhi,Karol Bagh,77.188527,28.647073,"Gujarati, Rajasthani, North Indian, Fast Food",700,No,Yes,2,3.8,603
1303,Mitraz,New Delhi,Model Town 2,77.1898978,28.7064175,"North Indian, Chinese",850,Yes,Yes,2,3.4,101
1305,Sai Ann Kutir,New Delhi,Vikaspuri,77.0707437,28.64041091,"Chinese, North Indian",400,No,No,1,2.8,37
1308,Republic of Chicken,New Delhi,Punjabi Bagh,77.13310942,28.6701719,"Raw Meats, Fast Food",400,No,No,1,3.1,15
1313,Subway,Gurgaon,"Qutab Plaza, DLF Phase 1",77.1024003,28.4715582,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.2,92
1318,Baskin Robbins,Ghaziabad,"Shipra Mall, Indirapuram",77.3704,28.63392778,Ice Cream,300,No,Yes,1,3.3,27
1323,Bon Bon Pastry Shop,Noida,Sector 18,77.32418898,28.57158307,"Bakery, Desserts, Fast Food",150,No,No,1,3.1,213
1324,Bon Bon Pastry Shop,New Delhi,"Community Centre, New Friends Colony",77.26831857,28.56217362,"Bakery, Desserts, Fast Food",150,No,No,1,3.5,91
1337,Peshawari Delux Restaurant,Noida,Sector 41,77.361974,28.5689197,"North Indian, Chinese",700,No,No,2,2.4,52
1358,Viva Hyderabad,New Delhi,Chittaranjan Park,77.2529294,28.53692899,"Biryani, North Indian",600,No,Yes,2,2.3,38
1360,Viva Hyderabad,Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09311534,28.4756627,"Biryani, North Indian",600,No,Yes,2,2.5,69
1367,Anupam Sweet,Faridabad,Sector 15,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,No,No,1,3.4,70
1372,The Coffee Bean & Tea Leaf,New Delhi,"Select Citywalk Mall, Saket",77.2193637,28.5285945,Cafe,700,No,No,2,3.7,417
1395,Cafe Brown Sugar,New Delhi,Defence Colony,77.2303217,28.5737416,"Cafe, Italian, Chinese",1000,No,Yes,3,3.7,390
1397,Juneja's Eating Plaza,New Delhi,Lodhi Colony,77.226729,28.5845134,"North Indian, Mughlai, Chinese, Fast Food",700,No,Yes,2,3.4,98
1401,Brijwasi Restaurant,New Delhi,"Community Centre, New Friends Colony",77.268392,28.56159321,"North Indian, Chinese",400,No,No,1,2.8,32
1406,Mehfil Dhaba,New Delhi,Malviya Nagar,77.2129078,28.5369107,"Fast Food, North Indian",300,No,No,1,3.4,214
1407,Ganesha Sweets & Restaurant,New Delhi,Lodhi Colony,77.2264595,28.5863699,"North Indian, Mithai, Street Food",500,No,No,2,2.6,26
1413,Le Chef Restro Bar,Faridabad,Sector 37,77.3104996,28.480467,"North Indian, Chinese",1000,Yes,No,3,2.7,70
1414,Anupama Sweets & Family Restaurant,Faridabad,Sector 34,77.3149118,28.4718644,"Mithai, North Indian, South Indian, Chinese, Fast Food",400,No,Yes,1,2.7,28
1430,Ashoka Restaurant,Faridabad,Sector 16,77.3203273,28.4104693,North Indian,400,No,No,1,2.9,43
1451,Shamji Snacks,Gurgaon,"Vyapar Kendra, Sushant Lok",77.0843266,28.4602296,"Mithai, Street Food, South Indian, Chinese, North Indian",400,No,No,1,2.7,83
1452,Shamji Sweets,Gurgaon,Sadar Bazar,77.0268394,28.4596657,Mithai,200,No,No,1,3.2,15
1453,Romi Da Dhaba,Gurgaon,"Vyapar Kendra, Sushant Lok",77.083832,28.4600476,North Indian,550,No,Yes,2,3.1,122
1454,Curry 'n' Phulka,Gurgaon,"Vyapar Kendra, Sushant Lok",77.0837421,28.4607562,"North Indian, Chinese",400,No,Yes,1,2.4,83
1455,Lazeez Food,Gurgaon,"DLF Galleria, DLF Phase 4",77.081314,28.4670676,"Mughlai, North Indian",800,No,Yes,2,3.5,173
1460,Chawla's Chic Inn,Noida,Sector 28,77.3331573,28.5711016,"North Indian, Mughlai",600,No,Yes,2,2.8,58
1461,Chawla's�_,New Delhi,Sarita Vihar,77.2868798,28.5336131,North Indian,500,No,No,2,3,19
1492,KFC,New Delhi,"Vasant Square Mall, Vasant Kunj",77.1561251,28.5251233,"American, Fast Food",500,No,Yes,2,3.6,277
1495,Kitchen Mantra,Noida,Sector 93,77.3841646,28.5205006,"North Indian, Mughlai, Chinese",550,No,Yes,2,3.6,210
1498,Slice of Italy,Noida,Sector 51,77.3720794,28.585893,"Italian, Pizza, Bakery",700,No,Yes,2,2.3,230
1501,Chawla's Chic Inn,New Delhi,Shalimar Bagh,77.1587619,28.704282,"North Indian, Chinese",700,No,Yes,2,3,71
1505,Shree Ram Sweet Centre,New Delhi,JNU,77.1807722,28.5494286,"Mithai, Street Food",150,No,No,1,2.7,13
1507,Angels in my Kitchen,New Delhi,Defence Colony,77.2304115,28.5738398,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.8,460
1508,Angels in my Kitchen,New Delhi,New Friends Colony,77.26684134,28.57094736,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.2,88
1509,Angels in my Kitchen,New Delhi,Vasant Kunj,77.1538189,28.5312664,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.7,248
1530,Bhoj Restaurant,New Delhi,"Community Centre, New Friends Colony",77.26825587,28.56150782,"North Indian, Mughlai",600,No,No,2,2.8,54
1533,Tibet Kitchen,New Delhi,Lajpat Nagar 4,77.2452301,28.5638657,"Tibetan, Chinese",500,No,No,2,3.5,515
1546,Abhishek Restaurant,New Delhi,IP Extension,77.3016535,28.6307448,"North Indian, Chinese",400,No,No,1,2.9,36
1547,Chutneez Restaurant Lounge & Bar,New Delhi,"V3S Mall, Laxmi Nagar",77.2861149,28.6370319,"North Indian, Chinese, Mughlai",1200,Yes,No,3,2.7,132
1599,Street Foods by Punjab Grill,Gurgaon,"MGF Metropolitan Mall, MG Road",77.0803248,28.4803301,"Street Food, North Indian",700,No,Yes,2,2.6,61
1613,Chintamani's Namkeen,New Delhi,Vivek Vihar,77.31653329,28.67556419,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",350,No,No,1,2.4,29
1614,Big Chill,New Delhi,Khan Market,77.2274475,28.6006239,"Italian, Continental, European, Cafe",1500,No,No,3,4.5,4986
1618,Shudh,New Delhi,Karol Bagh,77.190378,28.645475,"North Indian, Chinese, South Indian",600,No,Yes,2,3.1,247
1621,The Clay Oven,New Delhi,Green Park,77.2049011,28.5574266,"North Indian, Mughlai, Chinese",1200,Yes,Yes,3,3.5,181
1625,Gupta Ji Ka Dhaba,New Delhi,Green Park,77.2058893,28.5583275,North Indian,300,No,Yes,1,2.6,49
1629,Shanghai Restaurant,New Delhi,Satyaniketan,77.1691415,28.587529,"North Indian, Mughlai, Chinese",300,No,No,1,2.5,23
1630,Chanakya Bar-Be-Que,New Delhi,Chanakyapuri,77.1914283,28.5843608,"Chinese, North Indian",800,Yes,No,2,3.2,17
1634,Kwic Bitte Restaurant,New Delhi,Sarojini Nagar,77.1957611,28.5761246,"Chinese, South Indian",300,No,No,1,3.3,38
1637,Bake Day,New Delhi,Satyaniketan,77.1690516,28.5876997,"Bakery, Fast Food",400,No,Yes,1,3.2,82
1641,Lanterns Kitchen & Bar,New Delhi,Rajendra Place,77.17779,28.643386,"Italian, North Indian, Chinese, Mughlai",1200,No,No,3,3.8,1082
1643,Chicago Pizza,New Delhi,"Select Citywalk Mall, Saket",77.21942861,28.52857541,Pizza,600,No,Yes,2,3.4,271
1654,Qureshi's Kabab Corner,Gurgaon,"Shopping Mall, DLF Phase 1",77.0992642,28.4661404,"North Indian, Mughlai",650,No,No,2,4,398
1655,Sweets Corner,Gurgaon,"Shopping Mall, DLF Phase 1",77.0993432,28.4658854,"Mithai, North Indian, Chinese, Street Food",450,No,No,1,2.7,28
1664,Kwaliti,Gurgaon,"DLF Galleria, DLF Phase 4",77.0817637,28.4672902,"North Indian, Chinese, Fast Food",700,No,Yes,2,3.3,129
1669,New Town Cafe - Park Plaza,Noida,"Park Plaza Hotel, Sector 55, Noida",77.3497156,28.6037907,"Continental, Chinese, North Indian",2800,Yes,No,4,4.1,228
1670,New Town Cafe - Park Plaza,Gurgaon,"Park Plaza, Sushant Lok",77.0757094,28.4592449,"Continental, American, North Indian, Chinese",2200,Yes,No,4,3.7,176
1675,Qureshi's Kabab Corner,New Delhi,South Extension 2,77.21900079,28.56776639,"North Indian, Mughlai",650,No,No,2,3.6,215
1683,Pind Balluchi,Ghaziabad,"Shipra Mall, Indirapuram",77.37016473,28.63397039,"North Indian, Mughlai",1000,Yes,Yes,3,1.8,322
1687,K Raga's,Gurgaon,DLF Phase 1,77.0923747,28.4733301,"North Indian, Mughlai",600,No,No,2,2.9,5
1694,Nikhil Food Point,Gurgaon,DLF Phase 3,77.0947642,28.4899703,"Chinese, North Indian",200,No,No,1,2.7,19
1698,Anchor Bar & Kitchen,Noida,Sector 18,77.32504863,28.57064084,"North Indian, Chinese",1300,Yes,No,3,2.5,106
1701,Baby Dragon Bar & Restaurant,Noida,Sector 18,77.323714,28.569561,"North Indian, Continental, Thai, Chinese",1350,Yes,Yes,3,3.5,326
1702,Nazeer Foods,Noida,Sector 18,77.3248411,28.57116908,"Mughlai, North Indian",600,No,Yes,2,3.6,703
1712,Republic of Chicken,New Delhi,Chittaranjan Park,77.2534614,28.5364925,"Raw Meats, Fast Food",400,No,No,1,2.7,29
1715,Republic of Chicken,Faridabad,Sector 37,77.3107689,28.4805821,"Raw Meats, Fast Food",400,No,No,1,3.1,18
1722,Punjabi Dhaba 61,Noida,"Supertech Shopprix Mall, Sector 61",77.3649169,28.5971298,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.6,75
1726,Spice of India,Noida,"Supertech Shopprix Mall, Sector 61",77.3647883,28.5971433,"Mughlai, North Indian",700,No,Yes,2,2.6,76
1727,New Woks,Noida,"Supertech Shopprix Mall, Sector 61",77.364878,28.5970621,"Chinese, Asian",750,Yes,Yes,2,2.5,79
1733,Eden Kitchen & Bar,Noida,"Supertech Shopprix Mall, Sector 61",77.3646089,28.5973057,"North Indian, Chinese",2000,Yes,Yes,4,3.1,129
1735,BSGulati's Punjabi Swad,Noida,Sector 18,77.32611079,28.57044385,"North Indian, Mughlai",700,No,Yes,2,2.5,357
1745,Southern Treat,Noida,Sector 50,77.3620969,28.5703509,South Indian,500,No,Yes,2,2.8,113
